%frequency sig_1.mag sig_1.rad
1  1 0
1.01392540756  1 0
1.02804473209  1 0
1.04236067398  1 0
1.05687597118  1 0
1.07159339982  1 0
1.08651577465  1 0
1.10164594963  1 0
1.11698681847  1 0
1.13254131515  1 0
1.14831241454  1 0
1.16430313292  1 0
1.18051652857  1 0
1.19695570236  1 0
1.21362379834  1 0
1.23052400436  1 0
1.24765955263  1 0
1.2650337204  1 0
1.28264983053  1 0
1.30051125217  1 0
1.31862140139  1 0
1.33698374182  1 0
1.35560178533  1 0
1.37447909268  1 0
1.39361927422  1 0
1.4130259906  1 0
1.43270295341  1 0
1.45265392595  1 0
1.47288272391  1 0
1.49339321612  1 0
1.5141893253  1 0
1.53527502878  1 0
1.55665435927  1 0
1.57833140565  1 0
1.60031031374  1 0
1.62259528708  1 0
1.64519058775  1 0
1.6681005372  1 0
1.69132951703  1 0
1.71488196987  1 0
1.73876240022  1 0
1.76297537529  1 0
1.7875255259  1 0
1.81241754737  1 0
1.83765620039  1 0
1.86324631193  1 0
1.88919277621  1 0
1.91550055557  1 0
1.94217468149  1 0
1.96922025548  1 0
1.99664245011  1 0
2.02444650998  1 0
2.05263775271  1 0
2.08122156999  1 0
2.11020342857  1 0
2.13958887134  1 0
2.16938351839  1 0
2.19959306803  1 0
2.23022329797  1 0
2.26128006634  1 0
2.29276931287  1 0
2.32469705999  1 0
2.357069414  1 0
2.38989256623  1 0
2.42317279424  1 0
2.45691646298  1 0
2.49113002607  1 0
2.52582002696  1 0
2.56099310026  1 0
2.59665597293  1 0
2.63281546565  1 0
2.66947849403  1 0
2.70665207003  1 0
2.74434330323  1 0
2.78255940221  1 0
2.82130767594  1 0
2.86059553518  1 0
2.90043049386  1 0
2.94082017059  1 0
2.98177229002  1 0
3.02329468441  1 0
3.06539529506  1 0
3.10808217387  1 0
3.15136348487  1 0
3.19524750576  1 0
3.23974262953  1 0
3.28485736603  1 0
3.33060034362  1 0
3.37698031083  1 0
3.42400613797  1 0
3.47168681893  1 0
3.5200314728  1 0
3.56904934568  1 0
3.61874981241  1 0
3.6691423784  1 0
3.72023668141  1 0
3.77204249342  1 0
3.82456972247  1 0
3.87782841459  1 0
3.93182875571  1 0
3.98658107358  1 0
4.0420958398  1 0
4.09838367176  1 0
4.15545533472  1 0
4.21332174385  1 0
4.27199396631  1 0
4.33148322338  1 0
4.3918008926  1 0
4.45295850994  1 0
4.51496777204  1 0
4.57784053838  1 0
4.64158883361  1 0
4.70622484984  1 0
4.77176094894  1 0
4.83820966493  1 0
4.90558370637  1 0
4.97389595879  1 0
5.04315948717  1 0
5.11338753841  1 0
5.18459354389  1 0
5.25679112202  1 0
5.32999408084  1 0
5.40421642071  1 0
5.4794723369  1 0
5.5557762224  1 0
5.6331426706  1 0
5.71158647813  1 0
5.79112264764  1 0
5.87176639073  1 0
