'frequency','sig_1.db','sig_1.deg','sig_2.db','sig_2.deg','sig_3.db','sig_3.deg','sig_4.db','sig_4.deg'
655.868565957,0,0,-1.55385712996,-33.2596094961,-1.55341460712,-33.7318468933,106.741835722,-56.0444955071
665.001803043,0,0,-1.59033741613,-33.6239777772,-1.58988248265,-34.1027916147,106.703247855,-56.7261529542
674.262224178,0,0,-1.62752404869,-33.9902999913,-1.62705635652,-34.4757818632,106.663894463,-57.4141827297
683.651600451,0,0,-1.66542450674,-34.3585264046,-1.66494369804,-34.8507691811,106.623766403,-58.1085966285
693.171727616,0,0,-1.70404611145,-34.7286057701,-1.70355181837,-35.2277036153,106.582854643,-58.8094057888
702.824426431,0,0,-1.74339601721,-35.1004853492,-1.74288786157,-35.6065337391,106.541150271,-59.5166207263
712.611543011,0,0,-1.78348120274,-35.4741109366,-1.78295879575,-35.9872066776,106.498644499,-60.2302513708
722.534949179,0,0,-1.82430846233,-35.8494268877,-1.8237714043,-36.3696681348,106.455328673,-60.9503071058
732.596542822,0,0,-1.86588439718,-36.2263761484,-1.8653322772,-36.7538624243,106.41119428,-61.676796811
742.798248256,0,0,-1.90821540685,-36.604900288,-1.90764780251,-37.1397325019,106.366232955,-62.4097289076
753.142016597,0,0,-1.95130768086,-36.9849395342,-1.95072415788,-37.5272200017,106.320436486,-63.1491114063
763.629826128,0,0,-1.99516719047,-37.3664328117,-1.99456730239,-37.9162652736,106.273796825,-63.8949519585
774.263682681,0,0,-2.03979968063,-37.7493177818,-2.03918296849,-38.3068074248,106.22630609,-64.6472579096
785.04562002,0,0,-2.08521066217,-38.1335308865,-2.08457665412,-38.6987843628,106.177956572,-65.4060363559
795.977700231,0,0,-2.13140540419,-38.5190073935,-2.13075361514,-39.0921328415,106.128740743,-66.1712942034
807.062014115,0,0,-2.17838892672,-38.9056814443,-2.17771885799,-39.4867885093,106.07865126,-66.9430382295
818.300681587,0,0,-2.22616599366,-39.2934861048,-2.22547713258,-39.8826859599,106.02768097,-67.7212751475
829.695852083,0,0,-2.27474110604,-39.6823534178,-2.27403292555,-40.2797587854,105.975822916,-68.5060116733
841.249704974,0,0,-2.32411849551,-40.0722144579,-2.32339045378,-40.6779396313,105.923070341,-69.2972545945
852.964449974,0,-3.18055468146e-015,-2.37430211828,-40.4629993888,-2.37355365828,-41.077160254,105.869416692,-70.0950108421
864.842327573,0,-3.18055468146e-015,-2.42529564931,-40.8546375217,-2.42452619838,-41.4773515798,105.814855623,-70.8992875639
876.885609459,0,0,-2.47710247697,-41.2470573768,-2.47631144639,-41.8784437663,105.759381001,-71.7100922001
889.096598953,0,0,-2.52972569798,-41.6401867455,-2.52891248253,-42.2803662654,105.702986904,-72.5274325618
901.477631452,0,0,-2.58316811285,-42.0339527548,-2.58233209032,-42.6830478877,105.64566763,-73.3513169097
914.031074876,0,0,-2.63743222167,-42.4282819331,-2.63657275241,-43.0864168686,105.587417692,-74.1817540359
926.759330115,0,0,-2.69252022039,-42.8231002774,-2.69163664679,-43.4904009361,105.528231825,-75.0187533466
939.664831495,0,0,-2.74843399745,-43.2183333216,-2.74752564348,-43.8949273791,105.468104983,-75.8623249466
952.750047243,0,0,-2.80517513099,-43.6139062057,-2.80424130163,-44.2999231174,105.407032343,-76.7124797246
966.017479952,0,0,-2.86274488639,-44.0097437466,-2.86178486715,-44.7053147721,105.3450093,-77.5692294401
979.46966707,0,0,-2.9211442144,-44.4057705088,-2.92015727075,-45.1110287375,105.282031472,-78.4325868112
993.109181375,0,0,-2.98037374966,-44.8019108761,-2.97935912645,-45.5169912525,105.218094693,-79.3025656029
1006.93863148,0,1.59027734073e-015,-3.04043380972,-45.1980891239,-3.03939073063,-45.9231284737,105.153195017,-80.1791807165
