'frequency','sig_1.db','sig_1.deg','sig_2.db','sig_2.deg','sig_3.db','sig_3.deg'
2.11020342857,0,0,-1.9338910032e-005,-0.120905570909,-1.93343292089e-005,-0.122424917378
2.13958887134,0,0,-1.9881263342e-005,-0.122589225157,-1.98765540477e-005,-0.124129729145
2.16938351839,0,0,-2.04388267348e-005,-0.12429632476,-2.04339853617e-005,-0.125858280894
2.19959306803,0,0,-2.10120267671e-005,-0.126027196196,-2.10070496219e-005,-0.127610903205
2.23022329797,0,0,-2.16013019635e-005,-0.127782170487,-2.15961852379e-005,-0.129387931262
2.26128006634,0,0,-2.22071031417e-005,-0.129561583266,-2.22018429177e-005,-0.131189704914
2.29276931287,0,0,-2.28298937623e-005,-0.131365774837,-2.28244860176e-005,-0.133016568743
2.32469705999,0,0,-2.3470150287e-005,-0.133195090246,-2.34645908865e-005,-0.134868872129
2.357069414,0,0,-2.41283625348e-005,-0.135049879339,-2.41226472191e-005,-0.136746969318
2.38989256623,0,0,-2.48050340666e-005,-0.136930496838,-2.47991584643e-005,-0.138651219487
2.42317279424,0,0,-2.55006825575e-005,-0.138837302401,-2.54946421777e-005,-0.140581986814
2.45691646298,0,0,-2.62158402107e-005,-0.140770660694,-2.6209630438e-005,-0.142539640548
2.49113002607,0,0,-2.69510541447e-005,-0.142730941463,-2.69446702105e-005,-0.144524555082
2.52582002696,0,0,-2.7706886826e-005,-0.144718519598,-2.77003238613e-005,-0.146537110018
2.56099310026,0,0,-2.84839164956e-005,-0.146733775214,-2.84771694705e-005,-0.148577690247
2.59665597293,0,0,-2.92827376113e-005,-0.148777093715,-2.92758013665e-005,-0.150646686016
2.63281546565,0,0,-3.01039612957e-005,-0.150848865872,-3.00968305352e-005,-0.152744493008
2.66947849403,0,0,-3.09482158179e-005,-0.152949487898,-3.09408850747e-005,-0.154871512414
2.70665207003,0,0,-3.18161470596e-005,-0.155079361522,-3.18086107222e-005,-0.157028151013
2.74434330323,0,0,-3.27084190191e-005,-0.157238894067,-3.27006713343e-005,-0.159214821246
2.78255940221,0,0,-3.36257143173e-005,-0.159428498526,-3.36177493495e-005,-0.161431941297
2.82130767594,0,0,-3.45687347138e-005,-0.161648593645,-3.45605463655e-005,-0.163679935172
2.86059553518,0,0,-3.55382016505e-005,-0.163899603997,-3.55297836718e-005,-0.165959232783
2.90043049386,0,0,-3.65348568019e-005,-0.166181960069,-3.65262027365e-005,-0.168270270025
2.94082017059,0,0,-3.75594626434e-005,-0.168496098341,-3.75505658701e-005,-0.170613488865
2.98177229002,0,0,-3.86128030275e-005,-0.17084246137,-3.86036567506e-005,-0.17298933742
3.02329468441,0,0,-3.96956837951e-005,-0.173221497876,-3.96862810125e-005,-0.17539827005
3.06539529506,0,0,-4.0808933383e-005,-0.175633662825,-4.07992669056e-005,-0.177840747438
3.10808217387,0,0,-4.19534034568e-005,-0.178079417518,-4.19434658821e-005,-0.180317236684
3.15136348487,0,0,-4.31299695768e-005,-0.180559229679,-4.31197533117e-005,-0.18282821139
3.19524750576,0,0,-4.43395318437e-005,-0.183073573545,-4.43290290663e-005,-0.185374151751
3.23974262953,0,0,-4.55830156091e-005,-0.185622929954,-4.55722182767e-005,-0.187955544649
3.28485736603,0,0,-4.68613721738e-005,-0.188207786439,-4.68502720346e-005,-0.190572883744
3.33060034362,0,0,-4.81755795129e-005,-0.190828637322,-4.81641680738e-005,-0.193226669571
3.37698031083,0,0,-4.95266430303e-005,-0.193485983807,-4.9514911563e-005,-0.195917409632
3.42400613797,0,0,-5.09155963232e-005,-0.196180334074,-5.09035358495e-005,-0.198645618495
3.47168681893,0,0,-5.23435019766e-005,-0.198912203381,-5.23311032698e-005,-0.201411817893
3.5200314728,0,0,-5.38114523711e-005,-0.201682114158,-5.3798705937e-005,-0.204216536821
3.56904934568,0,0,-5.53205705252e-005,-0.204490596109,-5.53074666307e-005,-0.20706031164
3.61874981241,0,0,-5.68720109474e-005,-0.207338186313,-5.68585395613e-005,-0.20994368618
3.6691423784,0,0,-5.8466960522e-005,-0.210225429324,-5.84531113305e-005,-0.212867211839
3.72023668141,0,0,-6.0106639419e-005,-0.213152877282,-6.00924018268e-005,-0.215831447694
3.77204249342,0,0,-6.17923020263e-005,-0.216121090008,-6.17776651487e-005,-0.218836960606
3.82456972247,0,0,-6.35252379079e-005,-0.219130635123,-6.3510190543e-005,-0.221884325325
3.87782841459,0,0,-6.53067727928e-005,-0.222182088145,-6.52913034348e-005,-0.224974124606
3.93182875571,0,0,-6.71382695813e-005,-0.225276032607,-6.71223663793e-005,-0.228106949313
3.98658107358,0,0,-6.90211294031e-005,-0.228413060165,-6.90047802042e-005,-0.23128339854
4.0420958398,0,0,-7.09567926739e-005,-0.231593770712,-7.09399849598e-005,-0.234504079719
4.09838367176,0,0,-7.29467402029e-005,-0.234818772492,-7.29294611312e-005,-0.237769608739
4.15545533472,0,0,-7.49924943259e-005,-0.238088682218,-7.49747306637e-005,-0.241080610062
4.21332174385,0,0,-7.70956200715e-005,-0.241404125185,-7.707735823e-005,-0.244437716844
4.27199396631,0,0,-7.92577263521e-005,-0.244765735396,-7.92389523635e-005,-0.247841571055
4.33148322338,0,0,-8.14804672012e-005,-0.248174155679,-8.14611667051e-005,-0.251292823603
4.3918008926,0,0,-8.37655430388e-005,-0.25163003781,-8.37457012612e-005,-0.254792134456
4.45295850994,0,0,-8.61147019612e-005,-0.255134042638,-8.60943037259e-005,-0.258340172769
4.51496777204,0,0,-8.85297410928e-005,-0.258686840213,-8.85087707934e-005,-0.261937617013
4.57784053838,0,0,-9.10125079482e-005,-0.262289109912,-9.09909495434e-005,-0.265585155103
4.64158883361,0,0,-9.35649018564e-005,-0.265941540566,-9.35427388556e-005,-0.269283484531
4.70622484984,0,0,-9.61888754043e-005,-0.2696448306,-9.61660908433e-005,-0.273033312496
4.77176094894,0,0,-9.8886435935e-005,-0.273399688156,-9.88630123856e-005,-0.276835356043
4.83820966493,0,0,-0.000101659647079,-0.277206831235,-0.000101635566632,-0.280690342199
4.90558370637,0,0,-0.000104510630343,-0.281066987835,-0.000104485874556,-0.284599008109
4.97389595879,0,0,-0.000107441566718,-0.284980896083,-0.000107416116661,-0.288562101179
5.04315948717,0,0,-0.000110454698354,-0.288949304383,-0.000110428534561,-0.292580379219
5.11338753841,0,0,-0.000113552330283,-0.292972971555,-0.000113525432727,-0.296654610588
5.18459354389,0,0,-0.000116736832165,-0.297052666982,-0.000116709180279,-0.30078557434
5.25679112202,0,0,-0.000120010640114,-0.301189170755,-0.000119982212746,-0.304974060369
5.32999408084,0,0,-0.000123376258557,-0.305383273823,-0.000123347033949,-0.309220869567
5.40421642071,0,0,-0.000126836262151,-0.309635778144,-0.000126806217943,-0.313526813973
5.4794723369,0,0,-0.000130393297743,-0.313947496837,-0.000130362410952,-0.317892716927
5.5557762224,0,0,-0.000134050086409,-0.31831925434,-0.000134018333409,-0.322319413227
5.6331426706,0,0,-0.000137809425525,-0.322751886563,-0.000137776782016,-0.326807749294
5.71158647813,0,0,-0.000141674190905,-0.327246241052,-0.000141640631916,-0.331358583324
5.79112264764,0,0,-0.000145647339011,-0.331803177147,-0.000145612838879,-0.335972785461
5.87176639073,0,0,-0.000149731909202,-0.336423566148,-0.000149696441517,-0.340651237958
5.95353313081,0,0,-0.000153931026063,-0.341108291481,-0.000153894563694,-0.345394835344
6.03643850608,0,0,-0.000158247901801,-0.345858248867,-0.000158210416859,-0.350204484601
6.12049837248,0,0,-0.000162685838688,-0.350674346491,-0.000162647302488,-0.355081105329
6.20572880678,0,0,-0.000167248231599,-0.355557505178,-0.00016720861466,-0.360025629929
6.29214610961,0,0,-0.000171938570601,-0.360508658565,-0.000171897842622,-0.365039003775
6.37976680861,0,0,-0.000176760443623,-0.365528753284,-0.000176718573435,-0.370122185398
6.46860766155,0,0,-0.000181717539201,-0.370618749138,-0.000181674494771,-0.375276146666
6.55868565957,0,0,-0.000186813649298,-0.375779619285,-0.000186769397705,-0.380501872972
6.65001803043,0,0,-0.000192052672203,-0.381012350426,-0.000192007179581,-0.38580036342
6.74262224178,0,0,-0.000197438615515,-0.386317942991,-0.000197391847065,-0.391172631018
6.83651600451,0,0,-0.000202975599201,-0.39169741133,-0.000202927519141,-0.396619702867
6.93171727616,0,0,-0.00020866785875,-0.397151783907,-0.000208618430301,-0.40214262036
7.02824426431,0,0,-0.000214519748418,-0.402682103495,-0.000214468933763,-0.40774243938
7.12611543011,0,0,-0.000220535744542,-0.408289427376,-0.000220483504803,-0.413420230501
7.22534949179,0,0,-0.00022672044898,-0.413974827542,-0.000226666744187,-0.419177079192
7.32596542822,0,0,-0.000233078592613,-0.419739390898,-0.000233023381687,-0.425014086023
7.42798248256,0,0,-0.00023961503898,-0.425584219471,-0.000239558279682,-0.430932366876
7.53142016597,0,0,-0.000246334787977,-0.43151043062,-0.000246276436876,-0.436933053158
7.63629826128,0,0,-0.000253242979697,-0.437519157248,-0.000253182992151,-0.443017292015
7.74263682681,0,0,-0.000260344898346,-0.443611548016,-0.000260283228469,-0.449186246551
7.8504562002,0,0,-0.000267645976295,-0.449788767566,-0.000267582576905,-0.455441096051
7.95977700231,0,0,-0.000275151798224,-0.456051996739,-0.000275086620812,-0.461783036202
8.07062014115,0,0,-0.000282868105395,-0.462402432802,-0.0002828011001,-0.468213279326
8.18300681587,0,0,-0.00029080080004,-0.468841289675,-0.000290731915601,-0.474733054606
8.29695852083,0,0,-0.000298955949879,-0.475369798163,-0.0002988851336,-0.481343608322
8.41249704974,0,0,-0.000307339792746,-0.481989206188,-0.00030726699044,-0.488046204089
8.52964449974,0,0,-0.000315958741366,-0.488700779031,-0.000315883897339,-0.494842123097
8.64842327573,0,0,-0.000324819388262,-0.495505799566,-0.000324742445252,-0.501732664352
8.76885609459,0,0,-0.000333928510781,-0.502405568512,-0.000333849409926,-0.508719144928
8.89096598953,0,0,-0.000343293076283,-0.509401404673,-0.000343211757066,-0.515802900216
9.01477631452,0,0,-0.000352920247464,-0.516494645196,-0.000352836647676,-0.522985284173
9.14031074876,0,0,-0.000362817387837,-0.523686645817,-0.000362731443508,-0.530267669589
9.26759330115,0,0,-0.000372992067346,-0.530978781129,-0.000372903712733,-0.537651448339
9.39664831495,0,0,-0.00038345206817,-0.538372444832,-0.000383361235675,-0.545138031654
9.52750047243,0,0,-0.00039420539065,-0.545869050007,-0.000394112010776,-0.552728850384
9.66017479952,0,0,-0.00040526025942,-0.553470029381,-0.000405164260732,-0.560425355275
9.7946966707,0,0,-0.000416625129691,-0.561176835598,-0.000416526438751,-0.568229017241
9.93109181375,0,0,-0.000428308693701,-0.568990941499,-0.000428207234999,-0.576141327647
10.0693863148,0,0,-0.000440319887364,-0.576913840396,-0.00044021558328,-0.584163798587
10.2096066231,0,0,-0.00045266789711,-0.584947046362,-0.00045256066785,-0.592297963176
10.3517795563,0,0,-0.00046536216688,-0.593092094512,-0.0004652519304,-0.60054537584
10.4959323056,0,0,-0.000478412405365,-0.601350541301,-0.000478299077337,-0.60890761261
10.6420924406,0,0,-0.000491828593413,-0.609723964813,-0.000491712087131,-0.617386271422
10.7902879152,0,0,-0.000505620991657,-0.618213965066,-0.000505501217979,-0.625982972419
10.9405470721,0,0,-0.00051980014835,-0.626822164313,-0.000519677015655,-0.63469935826
11.092898649,0,0,-0.000534376907436,-0.635550207347,-0.000534250321519,-0.643537094433
11.2473717836,0,0,-0.000549362416824,-0.64439976182,-0.000549232280842,-0.652497869565
11.4039960197,0,0,-0.000564768136902,-0.653372518551,-0.000564634351283,-0.661583395749
11.5628013121,0,0,-0.000580605849305,-0.662470191853,-0.000580468311711,-0.670795408864
11.7238180329,0,0,-0.0005968876659,-0.671694519855,-0.000596746271099,-0.680135668907
11.8870769771,0,0,-0.000613626038047,-0.681047264828,-0.000613480677865,-0.689605960324
12.0526093687,0,0,-0.000630833766106,-0.690530213528,-0.000630684329339,-0.699208092348
12.2204468663,0,0,-0.000648524009211,-0.700145177523,-0.000648370381528,-0.708943899345
12.3906215695,0,0,-0.00066671029533,-0.709893993545,-0.000666552359201,-0.718815241156
12.5631660247,0,0,-0.000685406531579,-0.719778523832,-0.000685244166176,-0.728824003454
12.7381132319,0,0,-0.000704627014862,-0.729800656483,-0.000704460095961,-0.738972098098
12.9154966501,0,0,-0.000724386442775,-0.739962305815,-0.000724214842675,-0.749261463495
13.0953502048,0,0,-0.000744699924831,-0.750265412722,-0.000744523512252,-0.759694064966
13.2777082936,0,0,-0.000765582994004,-0.760711945047,-0.000765401633991,-0.770271895118
13.462605793,0,0,-0.000787051618575,-0.771303897948,-0.000786865172362,-0.780996974223
13.6500780655,0,0,-0.000809122214339,-0.782043294279,-0.000808930539296,-0.791871350594
13.8401609657,0,0,-0.000831811657127,-0.792932184969,-0.000831614606611,-0.802897100978
14.0328908479,0,0,-0.000855137295686,-0.803972649414,-0.000854934718941,-0.814076330942
14.2283045721,0,0,-0.00087911696493,-0.815166795861,-0.00087890870697,-0.825411175275
14.4264395122,0,0,-0.000903768999549,-0.826516761814,-0.00090355490105,-0.83690379839
14.627333562,0,0,-0.000929112248,-0.838024714431,-0.000928892145165,-0.848556394729
14.8310251434,0,0,-0.000955166086894,-0.849692850937,-0.000954939811331,-0.86037118918
15.037553213,0,0,-0.000981950435785,-0.861523399034,-0.000981717814397,-0.872350437492
15.2469572702,0,0,-0.00100948577236,-0.873518617321,-0.00100924662716,-0.884496426707
15.4592773642,0,0,-0.00103779314809,-0.885680795722,-0.00103754729613,-0.896811475581
15.6745541021,0,0,-0.00106689420424,-0.898012255912,-0.00106664145743,-0.90929793503
15.8928286562,0,0,-0.00109681118844,-0.910515351759,-0.0010965513534,-0.921958188563
16.1141427725,0,0,-0.00112756697161,-0.923192469762,-0.00112729984957,-0.934794652736
16.3385387781,0,0,-0.00115918506542,-0.936046029499,-0.00115891045202,-0.947809777606
16.5660595895,0,0,-0.00119168964025,-0.949078484087,-0.00119140732538,-0.961006047186
16.7967487209,0,0,-0.00122510554355,-0.962292320635,-0.00122481531124,-0.974385979916
17.0306502925,0,0,-0.00125945831889,-0.975690060713,-0.0012591599471,-0.987952129134
17.2678090388,0,0,-0.00129477422534,-0.989274260828,-0.00129446748579,-1.00170708356
17.5082703174,0,0,-0.00133108025756,-1.0030475129,-0.00133076491558,-1.01565346776
17.7520801172,0,0,-0.00136840416633,-1.01701244474,-0.00136807998066,-1.02979394266
17.9992850678,0,0,-0.00140677447973,-1.03117172056,-0.00140644120237,-1.04413120606
18.2499324482,0,0,-0.0014462205249,-1.04552804145,-0.00144587790086,-1.05866799307
18.5040701954,0,0,-0.00148677245035,-1.0600841459,-0.00148642021752,-1.07340707671
18.7617469144,0,0,-0.00152846124896,-1.07484281031,-0.00152809913784,-1.08835126837
19.0230118867,0,0,-0.00157131878159,-1.08980684947,-0.00157094651517,-1.10350341833
19.2879150802,0,0,-0.00161537780135,-1.10497911717,-0.00161499509482,-1.11886641633
19.5565071587,0,0,-0.00166067197857,-1.12036250662,-0.00166027853913,-1.1344431921
19.8288394913,0,0,-0.00170723592642,-1.1359599511,-0.00170683145308,-1.15023671586
20.1049641626,0,0,-0.00175510522726,-1.15177442442,-0.00175468941058,-1.16624999896
20.3849339825,0,0,-0.0018043164598,-1.16780894151,-0.00180388898165,-1.18248609434
20.6688024963,0,0,-0.00185490722687,-1.18406655899,-0.00185446776021,-1.19894809716
20.9566239948,0,0,-0.00190691618411,-1.20055037572,-0.00190646439272,-1.21563914538
21.248453525,0,0,-0.00196038306934,-1.21726353336,-0.00195991860758,-1.23256242031
21.5443469003,0,0,-0.00201534873287,-1.23420921699,-0.00201487124541,-1.24972114719
21.8443607115,0,0,-0.00207185516851,-1.25139065568,-0.00207136429004,-1.26711859584
22.1485523373,0,0,-0.00212994554558,-1.26881112308,-0.00212944090056,-1.28475808122
22.4569799554,0,0,-0.00218966424173,-1.28647393802,-0.00218914544407,-1.30264296407
22.7697025538,0,0,-0.00225105687669,-1.30438246516,-0.00225052352949,-1.3207766515
23.0867799419,0,0,-0.00231417034695,-1.32254011557,-0.00231362204217,-1.33916259765
23.4082727618,0,0,-0.00237905286145,-1.34095034737,-0.0023784891796,-1.35780430431
23.7342425002,0,0,-0.00244575397822,-1.35961666639,-0.00244517448806,-1.37670532156
24.0647515002,0,0,-0.00251432464203,-1.37854262676,-0.00251372890023,-1.39586924843
24.3998629726,0,0,-0.00258481722312,-1.39773183163,-0.00258420477391,-1.41529973358
24.7396410089,0,0,-0.002657285557,-1.41718793377,-0.00265665593181,-1.43500047594
25.0841505928,0,0,-0.00273178498532,-1.43691463629,-0.00273113770245,-1.45497522539
25.433457613,0,0,-0.00280837239794,-1.45691569329,-0.00280770696221,-1.47522778347
25.7876288759,0,0,-0.0028871062761,-1.47719491053,-0.00288642217839,-1.49576200405
26.146732118,0,0,-0.00296804673681,-1.49775614616,-0.00296734345377,-1.51658179405
26.5108360191,0,0,-0.00305125557854,-1.51860331141,-0.00305053257211,-1.53769111414
26.8800102154,0,0,-0.00313679632803,-1.53974037129,-0.00313605304508,-1.55909397947
27.2543253128,0,0,-0.00322473428858,-1.56117134532,-0.00322397016046,-1.58079446041
27.6338529005,0,0,-0.00331513658949,-1.58290030827,-0.0033143510316,-1.60279668326
28.0186655646,0,0,-0.00340807223704,-1.60493139087,-0.00340726464839,-1.62510483102
28.4088369018,0,0,-0.00350361216679,-1.62726878059,-0.00350278192953,-1.64772314413
28.804441534,0,0,-0.0036018292973,-1.64991672236,-0.00360097577626,-1.67065592128
29.2055551218,0,0,-0.00370279858546,-1.67287951937,-0.00370192112765,-1.69390752012
29.6122543799,0,0,-0.00380659708319,-1.69616153383,-0.00380569501732,-1.71748235809
30.0246170909,0,0,-0.00391330399588,-1.71976718776,-0.0039123766318,-1.74138491322
30.4427221206,0,0,-0.00402300074228,-1.74370096375,-0.00402204737053,-1.76561972488
30.8666494334,0,0,-0.00413577101619,-1.76796740581,-0.00413479090738,-1.79019139466
31.2964801067,0,0,-0.00425170084973,-1.79257112017,-0.00425069325404,-1.81510458715
31.7322963473,0,0,-0.00437087867848,-1.81751677606,-0.00436984282503,-1.8403640308
32.1741815068,0,0,-0.00449339540829,-1.84280910661,-0.00449233050461,-1.86597451871
32.6222200971,0,0,-0.00461934448406,-1.86845290962,-0.00461824971544,-1.89194090957
33.0764978074,0,0,-0.00474882196031,-1.89445304846,-0.00474769648919,-1.91826812843
33.53710152,0,0,-0.00488192657375,-1.92081445292,-0.0048807695391,-1.94496116762
34.004119327,0,0,-0.00501875981789,-1.94754212006,-0.00501757033451,-1.97202508765
34.4776405473,0,0,-0.00515942601958,-1.9746411151,-0.00515820317746,-1.99946501804
34.9577557436,0,0,-0.0053040324178,-2.00211657232,-0.00530277528139,-2.02728615828
35.4445567397,0,0,-0.0054526892445,-2.02997369595,-0.00545139685203,-2.05549377871
35.938136638,0,0,-0.00560550980775,-2.05821776108,-0.00560418117048,-2.08409322144
36.4385898376,0,0,-0.00576261057715,-2.08685411457,-0.0057612446786,-2.11308990131
36.946012052,0,0,-0.00592411127152,-2.11588817598,-0.00592270706672,-2.14248930681
37.4605003275,0,0,-0.00609013494913,-2.14532543854,-0.00608869136377,-2.17229700101
37.9821530619,0,0,-0.00626080810024,-2.17517147004,-0.00625932402992,-2.20251862258
38.5110700233,0,0,-0.00643626074237,-2.20543191386,-0.0064347350517,-2.23315988672
39.0473523689,0,0,-0.00661662651799,-2.23611248988,-0.00661505803972,-2.26422658612
39.5911026647,0,0,-0.00680204279501,-2.26721899547,-0.00680043032919,-2.29572459203
40.142424905,0,0,-0.00699265076998,-2.2987573065,-0.00699099308298,-2.32765985519
40.7014245322,0,0,-0.0071885955741,-2.33073337833,-0.00718689139772,-2.36003840687
41.268208457,0,0,-0.00739002638219,-2.36315324682,-0.00738827441263,-2.3928663599
41.842885079,0,0,-0.0075970965245,-2.39602302932,-0.00759529542141,-2.4261499097
42.4255643072,0,0,-0.00780996360173,-2.42934892574,-0.00780811198718,-2.4598953353
43.0163575811,0,0,-0.00802878960307,-2.46313721957,-0.0080268860605,-2.49410900042
43.6153778921,0,0,-0.00825374102754,-2.49739427891,-0.00825178410062,-2.52879735453
44.2227398051,0,0,-0.00848498900854,-2.53212655758,-0.00848297720012,-2.56396693392
44.8385594802,0,0,-0.00872270944186,-2.56734059611,-0.00872064121282,-2.59962436278
45.4629546953,0,0,-0.00896708311717,-2.60304302289,-0.00896495688519,-2.63577635428
46.0960448683,0,0,-0.00921829585301,-2.63924055522,-0.00921610999142,-2.6724297117
46.7379510799,0,0,-0.0094765386355,-2.6759400004,-0.009474291472,-2.70959132953
47.3887960972,0,0,-0.00974200776081,-2.71314825686,-0.0097396975762,-2.74726819459
48.0487043966,0,0,-0.0100149049815,-2.75087231526,-0.0100125300083,-2.78546738716
48.7178021879,0,0,-0.0102954376566,-2.7891192596,-0.010292996078,-2.82419608211
49.3962174388,0,0,-0.0105838189062,-2.82789626839,-0.0105813088541,-2.86346155009
50.0840798985,0,0,-0.0108802677698,-2.86721061575,-0.010877687324,-2.90327115863
50.7815211233,0,0,-0.0111850093691,-2.90706967258,-0.0111823565554,-2.94363237337
51.4886745014,0,0,-0.011498275075,-2.94748090772,-0.0114955478638,-2.98455275918
52.2056752785,0,0,-0.0118203026794,-2.98845188911,-0.0118174989844,-3.02603998138
52.9326605836,0,0,-0.0121513365716,-3.02999028498,-0.0121484542476,-3.06810180692
53.6697694554,0,0,-0.0124916279187,-3.07210386498,-0.0124886647607,-3.11074610558
54.4171428687,0,0,-0.012841434852,-3.11480050146,-0.012838388593,-3.1539808512
55.1749237613,0,0,-0.0132010226575,-3.15808817057,-0.0131978909671,-3.19781412284
55.9432570617,0,0,-0.013570663972,-3.20197495354,-0.0135674444541,-3.24225410609
56.7222897164,0,0,-0.0139506389838,-3.24646903784,-0.0139473291754,-3.28730909422
57.5121707184,0,0,-0.0143412356395,-3.29157871843,-0.0143378330084,-3.33298748946
58.3130511353,0,0,-0.014742749856,-3.33731239895,-0.014739251799,-3.37929780423
59.1250841383,0,0,-0.0151554857377,-3.383678593,-0.0151518895786,-3.42624866239
59.9484250319,0,0,-0.0155797558004,-3.43068592531,-0.015576058788,-3.47384880052
