%time sig_1 sig_2
0 -0.166085635523 0
1e-006 0.81917265476 0.00511487587548
2e-006 -0.0786966074542 0.00740182760216
3e-006 0.247869969376 0.00788527554223
4e-006 -0.0495292640918 0.00845704034532
5e-006 0.617755150386 0.0101836132748
6e-006 -0.194548063257 0.0114452086028
7e-006 -0.03393727381 0.0106579615893
8e-006 0.132385108533 0.0108995197586
9e-006 0.406982542834 0.0125204173075
1e-005 0.543595310671 0.01541897153
1.1e-005 -0.240722439051 0.0162709179943
1.2e-005 -0.140288264005 0.0149757731932
1.3e-005 -0.10523615479 0.0141130502488
1.4e-005 0.274998710066 0.0145563076013
1.5e-005 0.154740479441 0.0158109714612
1.6e-005 0.295698573699 0.0171226036039
1.7e-005 0.146287298399 0.0183995470452
1.8e-005 0.0418916090759 0.018873631375
1.9e-005 0.253456805662 0.0196803748024
2e-005 0.26413384772 0.0211780731966
2.1e-005 0.624264237064 0.0238276683861
2.2e-005 -0.193212491513 0.0250283716069
2.3e-005 0.0701610848373 0.0244862394732
2.4e-005 0.200142426338 0.0251793938095
2.5e-005 -0.141309850512 0.0252059316293
2.6e-005 0.408441831535 0.025884645716
2.7e-005 0.40773868244 0.028278593588
2.8e-005 0.151572626824 0.0298530957999
2.9e-005 0.709796780005 0.0323637077475
3e-005 0.168477409386 0.0349115360769
3.1e-005 0.288029881889 0.0361225359108
3.2e-005 0.651125949112 0.0388374871124
3.3e-005 0.671160789806 0.0427353049331
3.4e-005 0.527576761418 0.0462217830834
3.5e-005 0.0467296645438 0.047730859002
3.6e-005 0.120072519934 0.0479542797902
3.7e-005 0.233479746289 0.0487611564884
3.8e-005 0.627785462752 0.0511530113263
3.9e-005 -0.0757683829997 0.0525613957095
4e-005 0.244364859891 0.0527601796752
4.1e-005 0.860304134822 0.055889267369
4.2e-005 0.602304722209 0.0601197355779
4.3e-005 0.227414181421 0.0623416505989
4.4e-005 0.665135283401 0.0647464184964
4.5e-005 0.131227803373 0.0668348920408
4.6e-005 0.708967538348 0.0690475562526
4.7e-005 -0.094997152564 0.0705378805234
4.8e-005 0.784075954303 0.0722540912153
4.9e-005 -0.227689679736 0.0735439920607
5e-005 0.559181894164 0.0741215007389
5.1e-005 0.87935697073 0.0781623899166
5.2e-005 0.0382018706015 0.080546387702
5.3e-005 0.396243580168 0.0814024610251
5.4e-005 0.278670144564 0.083006259795
5.5e-005 0.544481471317 0.085064257761
5.6e-005 0.181866934398 0.0868062016038
5.7e-005 0.625963637073 0.0887924168627
5.8e-005 0.25176105933 0.0909850826491
5.9e-005 0.871398221444 0.093932655387
6e-005 0.14268274624 0.096520159541
6.1e-005 0.729009258071 0.0986455296426
6.2e-005 0.380505915266 0.101502391123
6.3e-005 0.416434617563 0.103362451761
6.4e-005 0.43628866949 0.105385559755
6.5e-005 0.728921367637 0.108374627614
6.6e-005 0.584014445208 0.111807614204
6.7e-005 0.252931018863 0.113728413598
6.8e-005 0.363063522793 0.114945218123
6.9e-005 0.0250478707186 0.115440727232
7e-005 0.21750579036 0.115477281712
7.1e-005 0.693646363301 0.117607493207
7.2e-005 0.625480475398 0.121002038441
7.3e-005 0.305851152961 0.123160842729
7.4e-005 0.556676411968 0.125090647931
7.5e-005 0.379457870597 0.127238883913
7.6e-005 0.470013816685 0.129102258475
7.7e-005 0.150281567862 0.130236237983
7.8e-005 0.818413196583 0.132454215938
7.9e-005 0.501470988262 0.135758140429
8e-005 0.389317154156 0.137697547532
8.1e-005 0.809105269113 0.140588242021
8.2e-005 0.380115481997 0.143432013249
8.3e-005 1.27637196406 0.147721336815
8.4e-005 0.630171792873 0.15276690901
8.5e-005 0.510606129138 0.155382688038
8.6e-005 0.582800888795 0.157833729098
8.7e-005 0.186996340119 0.159255951805
8.8e-005 0.524185669697 0.160485697965
8.9e-005 0.280943398168 0.16200196067
9e-005 0.25795905317 0.162674969992
9.1e-005 0.72799862966 0.164743830906
9.2e-005 0.31405918093 0.16697542529
9.3e-005 0.426629470772 0.168249228009
9.4e-005 1.07344381065 0.171893258074
9.5e-005 -0.197196602145 0.173560793955
9.6e-005 0.956952972109 0.174853064567
9.7e-005 0.656840936778 0.178811876475
9.8e-005 0.833764441135 0.182360096164
9.9e-005 0.914122267393 0.186691833376
0.0001 0.342980692104 0.189459424769
0.000101 0.631126057079 0.19132340683
0.000102 0.411393096487 0.193389964642
0.000103 0.867048289725 0.196182428939
0.000104 0.931841927513 0.200587320301
0.000105 0.609412992257 0.204157771228
0.000106 1.07399762455 0.208151055275
0.000107 0.923258077576 0.213102212943
0.000108 0.740015215016 0.216976408263
0.000109 0.701096190013 0.220130581159
0.00011 0.879019375684 0.223700324699
0.000111 0.071355686306 0.225275516807
0.000112 0.477139675259 0.225582254343
0.000113 0.856805889908 0.228346907411
0.000114 0.369129609632 0.230755983103
0.000115 0.813790089245 0.233015254625
0.000116 1.25154212011 0.238023874055
0.000117 0.435113551854 0.241815200212
0.000118 -0.358398338531 0.240540841964
0.000119 0.398803156363 0.239160750445
0.00012 1.0381506183 0.242162950863
0.000121 0.889714491603 0.246683760492
0.000122 0.651406363476 0.249965066143
0.000123 1.16908088659 0.254100726124
0.000124 0.739979822287 0.258487872646
0.000125 1.06643482134 0.26252607802
0.000126 0.404877894002 0.265489533272
0.000127 0.409467927818 0.26637696823
0.000128 0.976895029858 0.269050261661
0.000129 0.828496812519 0.273019106266
0.00013 0.682562927484 0.276041316254
0.000131 0.728235279255 0.278730602153
0.000132 0.797169038117 0.281761961829
0.000133 1.35349332069 0.286732488906
0.000134 1.2410408573 0.293061980373
0.000135 0.494152676832 0.296660583558
0.000136 1.11150642068 0.299830976879
0.000137 1.28889616716 0.305470453488
0.000138 0.592795077024 0.309450130887
0.000139 1.00550004732 0.312517354624
0.00014 0.910626355743 0.316560736147
0.000141 0.41824775277 0.318739662219
0.000142 0.592224775553 0.319907785162
0.000143 0.946792696884 0.322723864278
0.000144 0.624673855196 0.325623927395
0.000145 1.11497653552 0.329032536345
0.000146 0.936394011867 0.33339602628
0.000147 1.27168046353 0.338222943609
0.000148 0.452957510654 0.341505623326
0.000149 0.447869653853 0.342187769189
0.00015 0.433228372416 0.34280385562
0.000151 0.983982250614 0.345095055935
0.000152 0.994863024453 0.349130806843
0.000153 0.833114463625 0.352668799004
0.000154 0.509903504845 0.354665857029
0.000155 0.641420217106 0.356050067249
0.000156 0.607142478389 0.357730135998
0.000157 1.03847827945 0.360643169781
