%frequency sig_1.db sig_1.deg sig_2.db sig_2.deg sig_3.db sig_3.deg sig_4.db sig_4.deg
1  0 4.97955592317e-014  -4.34294264788e-006 -0.0572957604145  -4.34191392982e-006 -0.0580157604145  108.370075144 -2.23529576038
1.01392540756  0 -6.84813179853e-014  -4.46473924842e-006 -0.0580936266867  -4.46368168055e-006 -0.0588236529801  108.37005486 -2.26642316431
1.02804473209  0 -1.69960890791e-014  -4.58995159776e-006 -0.0589026035487  -4.58886437004e-006 -0.0596427957559  108.370034006 -2.29798403002
1.04236067398  0 -5.72499842663e-014  -4.71867549238e-006 -0.0597228457194  -4.71755777742e-006 -0.0604733454047  108.370012568 -2.3299843937
1.05687597118  0 -5.60572762608e-014  -4.85100940769e-006 -0.0605545100715  -4.84986034337e-006 -0.0613154607708  108.369990528 -2.36243037538
1.07159339982  0 6.38098782969e-014  -4.9870545877e-006 -0.0613977556626  -4.98587329841e-006 -0.0621693029105  108.36996787 -2.39532818047
1.08651577465  0 5.95360079436e-014  -5.12691511634e-006 -0.0622527437651  -5.12570070333e-006 -0.0630350351229  108.369944577 -2.42868410092
1.10164594963  0 -1.28216110596e-014  -5.27069798795e-006 -0.0631196378972  -5.26944951292e-006 -0.063912822981  108.36992063 -2.46250451617
1.11698681847  0 -3.39921781581e-014  -5.41851321036e-006 -0.0639986038538  -5.41722972731e-006 -0.0648028343632  108.369896012 -2.49679589445
1.13254131515  0 -6.54001556376e-014  -5.57047386378e-006 -0.0648898097389  -5.5691543862e-006 -0.0657052394859  108.369870704 -2.53156479413
1.14831241454  0 -4.07508568563e-014  -5.72669620879e-006 -0.065793425997  -5.72533972027e-006 -0.0666202109355  108.369844686 -2.56681786487
1.16430313292  0 2.76310687952e-014  -5.88729975963e-006 -0.0667096254463  -5.88590522738e-006 -0.0675479237021  108.369817938 -2.60256184893
1.18051652857  0 -3.88624025141e-014  -6.0524073893e-006 -0.0676385833117  -6.05097375352e-006 -0.0684885552123  108.36979044 -2.63880358249
1.19695570236  0 -6.45056246334e-014  -6.22214541156e-006 -0.0685804772575  -6.22067156422e-006 -0.0694422853633  108.36976217 -2.67554999697
1.21362379834  0 -6.01323619464e-014  -6.39664368405e-006 -0.0695354874226  -6.39512850462e-006 -0.0704092965575  108.369733108 -2.71280812019
1.23052400436  0 4.80064972233e-014  -6.57603570675e-006 -0.0705037964539  -6.57447803224e-006 -0.0713897737371  108.369703231 -2.75058507803
1.24765955263  0 1.63003427425e-014  -6.76045872314e-006 -0.0714855895421  -6.75885736838e-006 -0.0723839044201  108.369672516 -2.78888809514
1.2650337204  0 -6.45056246334e-014  -6.95005382441e-006 -0.0724810544564  -6.94840755603e-006 -0.0733918787352  108.369640939 -2.82772449744
1.28264983053  0 -3.53836708313e-014  -7.14496606323e-006 -0.0734903815806  -7.1432736276e-006 -0.0744138894587  108.369608477 -2.86710171248
1.30051125217  0 -3.77690868424e-015  -7.34534455114e-006 -0.0745137639497  -7.34360465027e-006 -0.0754501320514  108.369575105 -2.90702727118
1.31862140139  0 5.31748985807e-014  -7.55134259262e-006 -0.0755513972869  -7.54955389862e-006 -0.076500804696  108.369540796 -2.9475088095
1.33698374182  0 6.10268929506e-014  -7.76311778438e-006 -0.0766034800406  -7.7612789308e-006 -0.0775661083348  108.369505526 -2.98855406967
1.35560178533  0 -5.02925209006e-014  -7.98083214366e-006 -0.0776702134228  -7.97894171389e-006 -0.0786462467083  108.369469266 -3.03017090191
1.37447909268  0 5.83432999381e-014  -8.20465223066e-006 -0.0787518014469  -8.20270878978e-006 -0.0797414263938  108.369431989 -3.07236726528
1.39361927422  0 5.46657835877e-014  -8.43474927875e-006 -0.0798484509679  -8.43275133592e-006 -0.0808518568454  108.369393667 -3.11515123019
1.4130259906  0 4.32356652011e-014  -8.67129932757e-006 -0.0809603717207  -8.66924535333e-006 -0.081977750434  108.36935427 -3.15853097924
1.43270295341  0 -1.48094577356e-014  -8.91448334446e-006 -0.0820877763609  -8.91237176601e-006 -0.0831193224874  108.369313769 -3.20251480885
1.45265392595  0 -2.48480834489e-014  -9.16448737693e-006 -0.0832308805052  -9.1623165819e-006 -0.084276791332  108.369272131 -3.24711113122
1.47288272391  0 -4.09496415238e-014  -9.4215026924e-006 -0.084389902773  -9.41927102021e-006 -0.0854503783344  108.369229326 -3.29232847542
1.49339321612  0 1.21258647231e-014  -9.68572591616e-006 -0.0855650648277  -9.6834316532e-006 -0.0866403079434  108.36918532 -3.33817548957
1.5141893253  0 -3.39921781581e-014  -9.95735919336e-006 -0.0867565914195  -9.95500058453e-006 -0.0878468077339  108.36914008 -3.38466094189
1.53527502878  0 -1.86857587536e-014  -1.02366103346e-005 -0.087964710428  -1.02341855766e-005 -0.0890701084489  108.369093571 -3.43179372311
